BASE_YR,BASE_MM,AGFD_PDLT_NM,PDTN_QY
2020,10,미나리,28017
2020,10,바나나,166823
2020,10,바나나 국산,3056
2020,10,밤,287585
2020,10,방울,34165
2020,10,방울양배추,1728
2020,10,배,729600
2020,10,배추,878632
2020,10,배추얼갈이,80110
2020,10,버섯,1621541
2020,10,보리,9136
2020,10,복수박,248666
2020,10,복숭아,372534
2020,10,부추,104398
2020,10,브로코리,140508
2020,10,브로콜리,61055
2020,10,블루베리,5330
2020,10,비트,201193
2020,10,빨간양배추,13782
2020,10,사과,2229927
2020,10,산딸기,19042
2020,10,상추,216890
2020,10,새싹채소,1061
2020,10,생강,18105
2020,10,석류,11477
2020,10,세러리,739
2020,10,수박,3037213
2020,10,수입과일,864608
2020,10,숙주,65385
2020,10,시금치,464637
2020,10,신선초,739
2020,10,쌈채,11181
2020,10,쌈추,9718
2020,10,쑥갓,1256
2020,10,아욱,6
2020,10,애플수박,1236
2020,10,애호박,543606
2020,10,양배추,1083374
2020,10,양상추,306713
2020,10,양파,2195178
2020,10,얼갈이,7030
2020,10,연근,1250
2020,10,열무,55581
2020,10,열무 얼갈이,74650
2020,10,오디 국산,1074
2020,10,오렌지,11477
2020,10,오이,806506
2020,10,완두콩,79715
2020,10,우엉,14267
2020,10,인삼,2262
2020,10,잎마늘,584
2020,10,자두,118687
2020,10,자몽,11477
2020,10,적양배추,1296
2020,10,쪽파,57019
2020,10,찰옥수수,81670
2020,10,참나물,5504
2020,10,참다래 국산,39776
2020,10,참외,96666
2020,10,청경채,8183
2020,10,청양고추,40222
2020,10,체리,6025
2020,10,취나물,18760
2020,10,츄키니,10260
2020,10,케일,2521
2020,10,콜라비,2341
2020,10,콩나물,388203
2020,10,토마토,1299188
2020,10,토마토(방울),497981
2020,10,파세리,26946
2020,10,파인애플,185359
2020,10,파채,14242
2020,10,파프리카,108883
2020,10,포도,746334
2020,10,풋고추,72107
2020,10,풋옥수수,39090
2020,10,피망,5929
2020,10,호박,642825
2020,10,홍갓,27711
2020,10,홍고추,6113
2020,11,가지,591554
2020,11,감,391501
2020,11,감귤,448663
2020,11,감자,863696
2020,11,갓,1094
2020,11,건가지,976
2020,11,건취나물,2394
2020,11,고구마,1857119
2020,11,고구마순,1594
2020,11,고사리,8426
2020,11,고추,691379
2020,11,곶감,25132
2020,11,근대,86606
2020,11,기장,4431
2020,11,기타잡곡류,33
2020,11,김치,22080
2020,11,깐마늘,249861
2020,11,깐양파,118753
2020,11,깻잎,82970
2020,11,냉이,8142
2020,11,늙은호박,79593
2020,11,다발무,2189336
2020,11,단감,1037127
2020,11,단호박,19587
2020,11,달래,11187
2020,11,당근,981468
2020,11,대추,28075
2020,11,대파,1301218
2020,11,더덕,1954
2020,11,도라지,14094
2020,11,돈나물,4325
2020,11,돌나물,5776
2020,11,두릅,38046
2020,11,따리,12045
2020,11,딸기,274075
2020,11,레몬,10658
2020,11,마,7459
2020,11,마늘,708581
2020,11,마늘 쫑,5231
2020,11,매실,4647
2020,11,메론,661443
2020,11,멜론,3500
2020,11,모둠쌈,57874
2020,11,무,2857958
2020,11,무화과,8875
2020,11,물미역(청과),8790
2020,11,미나리,29033
2020,11,바나나,166627
2020,11,바나나 국산,5914
2020,11,밤,214027
2020,11,방울,30824
2020,11,방울양배추,7920
2020,11,배,646118
2020,11,배추,2293943
2020,11,배추얼갈이,65317
2020,11,버섯,1713166
2020,11,보리,5064
2020,11,복수박,19966
2020,11,복숭아,342525
2020,11,부추,84766
2020,11,브로코리,127679
2020,11,브로콜리,63837
2020,11,블루베리,13729
2020,11,비트,267523
2020,11,빨간양배추,15972
2020,11,사과,3879362
2020,11,산딸기,17910
2020,11,상추,210212
2020,11,새싹채소,898
2020,11,생강,14203
2020,11,석류,10658
2020,11,세러리,314
2020,11,수박,2523944
2020,11,수입과일,711384
2020,11,숙주,59129
2020,11,시금치,494696
2020,11,신선초,314
2020,11,쌈채,6453
2020,11,쌈추,9332
2020,11,쑥갓,1272
2020,11,아욱,33
2020,11,애플수박,5411
2020,11,애호박,398265
2020,11,양배추,2188991
2020,11,양상추,313948
2020,11,양파,2132012
2020,11,얼갈이,958
2020,11,연근,1085
2020,11,열무,53590
2020,11,열무 얼갈이,78077
2020,11,오렌지,10658
2020,11,오이,669578
2020,11,완두콩,35280
2020,11,우엉,17410
2020,11,유자,3835
2020,11,인삼,1954
2020,11,잎마늘,1859
2020,11,자두,114477
2020,11,자몽,10658
2020,11,적양배추,5940
2020,11,쪽파,89371
2020,11,찰옥수수,61134
2020,11,참나물,6059
2020,11,참다래 국산,56408
2020,11,참외,67790
2020,11,청경채,6737
2020,11,청양고추,28500
2020,11,체리,5596
2020,11,취나물,3784
2020,11,츄키니,8415
2020,11,케일,314
2020,11,콜라비,8453
2020,11,콩나물,366518
2020,11,토마토,1520982
2020,11,토마토(방울),610453
2020,11,파세리,25874
2020,11,파인애플,185141
2020,11,파채,11758
2020,11,파프리카,998584
2020,11,포도,850209
2020,11,풋고추,113558
2020,11,풋옥수수,69680
2020,11,피망,3295
2020,11,호박,570768
2020,11,홍갓,43662
2020,11,홍고추,7243
2020,12,가지,705272
2020,12,감,284973
2020,12,감귤,916509
2020,12,감자,1506308
2020,12,갓,3939
2020,12,건가지,1104
2020,12,건취나물,1826
2020,12,고구마,1370347
2020,12,고구마순,1826
2020,12,고사리,9554
2020,12,고추,522299
2020,12,곶감,27765
2020,12,근대,95195
2020,12,기장,2954
2020,12,김치,18280
2020,12,깐마늘,271975
2020,12,깐양파,163974
2020,12,깻잎,98421
2020,12,냉이,11586
2020,12,늙은호박,199110
2020,12,다발무,343687
2020,12,단감,1074642
2020,12,단호박,65090
2020,12,달래,18796
2020,12,당근,1267319
2020,12,대추,28888
2020,12,대파,2645593
2020,12,더덕,2395
2020,12,도라지,21166
2020,12,돈나물,7788
2020,12,돌나물,7301
2020,12,두릅,23094
2020,12,따리,59715
2020,12,딸기,751234
2020,12,레몬,11010
2020,12,마,4972
2020,12,마늘,734785
2020,12,마늘 쫑,8832
2020,12,매실,7147
2020,12,메론,1143886
2020,12,모둠쌈,64946
2020,12,무,2026907
2020,12,무화과,18052
2020,12,물미역(청과),12221
2020,12,미나리,32350
2020,12,바나나,145680
2020,12,바나나 국산,4627
2020,12,밤,269798
2020,12,방울,39628
2020,12,방울양배추,6920
2020,12,배,728905
2020,12,배추,1358565
2020,12,배추얼갈이,76174
2020,12,버섯,2191127
2020,12,보리,3376
2020,12,복수박,97593
2020,12,복숭아,419458
2020,12,부추,84540
2020,12,브로코리,232423
2020,12,브로콜리,165761
2020,12,블루베리,20921
2020,12,비트,393637
2020,12,빨간양배추,36498
2020,12,사과,2250171
2020,12,산딸기,19921
2020,12,상추,214699
2020,12,새싹채소,965
2020,12,생강,13268
2020,12,석류,11010
2020,12,세러리,1172
2020,12,수박,6645354
2020,12,수입과일,732968
2020,12,숙주,75803
2020,12,시금치,478273
2020,12,신선초,1172
2020,12,쌈채,6411
2020,12,쌈추,12442
2020,12,쑥갓,3122
2020,12,애플수박,34420
2020,12,애호박,369662
2020,12,양배추,1867304
2020,12,양상추,462529
2020,12,양파,2893724
2020,12,얼갈이,3447
2020,12,연근,2810
2020,12,열무,34123
2020,12,열무 얼갈이,46869
2020,12,오렌지,11010
2020,12,오이,607847
2020,12,완두콩,39122
2020,12,우엉,14746
2020,12,유자,10
2020,12,인삼,2276
2020,12,잎마늘,1525
2020,12,자두,103408
2020,12,자몽,11010
2020,12,적양배추,5190
2020,12,쪽파,88437
2020,12,찰옥수수,88883
2020,12,참나물,8944
2020,12,참다래 국산,120209
2020,12,참외,44179
2020,12,청경채,9363
2020,12,청양고추,29883
2020,12,체리,5780
2020,12,취나물,4639
2020,12,츄키니,25277
2020,12,케일,1172
2020,12,콜라비,13644
2020,12,콩나물,446673
2020,12,토마토,2251567
2020,12,토마토(방울),835605
2020,12,파세리,41343
2020,12,파인애플,161865
2020,12,파채,14888
2020,12,파프리카,849989
2020,12,포도,1168571
2020,12,풋고추,76002
2020,12,풋옥수수,65250
2020,12,피망,4303
2020,12,호박,890072
2020,12,홍갓,11741
2020,12,홍고추,2382
